metric_name,phase,tenant1,tenant2,mean_correlation,std_correlation
cpu_usage,6-Combined-Noise,tenant-mem,tenant-ntk,0.3140586906464018,0.07318936943397618
cpu_usage,6-Combined-Noise,tenant-nsy,tenant-ntk,0.1968073510937419,0.1421326404780989
cpu_usage,7-Recovery,tenant-cpu,tenant-dsk,0.23029657561240258,0.1518394689131261
cpu_usage,7-Recovery,tenant-cpu,tenant-mem,0.6664976314122449,0.17642297574543814
cpu_usage,7-Recovery,tenant-cpu,tenant-nsy,-0.6595023108466644,0.20673061334143758
cpu_usage,7-Recovery,tenant-cpu,tenant-ntk,0.2866539775988722,0.1116755925323057
cpu_usage,7-Recovery,tenant-dsk,tenant-mem,0.20123892472349492,0.15879441951961307
cpu_usage,7-Recovery,tenant-dsk,tenant-nsy,-0.15125590732498356,0.1783410171591485
cpu_usage,7-Recovery,tenant-dsk,tenant-ntk,0.410661460466343,0.07896833141644753
cpu_usage,7-Recovery,tenant-mem,tenant-nsy,-0.662015493581448,0.217668615476473
cpu_usage,7-Recovery,tenant-mem,tenant-ntk,0.24399442875904234,0.09852293970189335
cpu_usage,7-Recovery,tenant-nsy,tenant-ntk,-0.07675507605157567,0.10111314069764635
memory_usage,1-Baseline,tenant-cpu,tenant-dsk,-0.010185821826138556,0.11621520900998952
memory_usage,1-Baseline,tenant-cpu,tenant-mem,0.009802398186567956,0.047299341102549276
memory_usage,1-Baseline,tenant-cpu,tenant-ntk,0.00605574890573324,0.06010364765214964
memory_usage,1-Baseline,tenant-dsk,tenant-mem,0.03947636281874864,0.08978904820049546
memory_usage,1-Baseline,tenant-dsk,tenant-ntk,0.060110327008355995,0.13090431830699736
memory_usage,1-Baseline,tenant-mem,tenant-ntk,0.03600015051828751,0.07708018969082797
memory_usage,2-CPU-Noise,tenant-cpu,tenant-dsk,-0.0050818077523786965,0.13805213518200807
memory_usage,2-CPU-Noise,tenant-cpu,tenant-mem,-0.0015424905984399231,0.1277118859921199
memory_usage,2-CPU-Noise,tenant-cpu,tenant-nsy,0.0879471848314939,0.10897720897119666
memory_usage,2-CPU-Noise,tenant-cpu,tenant-ntk,0.07947172150393672,0.057787757836887596
memory_usage,2-CPU-Noise,tenant-dsk,tenant-mem,-0.032297210856130014,0.07536145349039988
memory_usage,2-CPU-Noise,tenant-dsk,tenant-nsy,0.025917434598968184,0.10187731899795006
memory_usage,2-CPU-Noise,tenant-dsk,tenant-ntk,-0.019869264336021777,0.11011815824759663
memory_usage,2-CPU-Noise,tenant-mem,tenant-nsy,0.017889208219574286,0.07156574142949355
memory_usage,2-CPU-Noise,tenant-mem,tenant-ntk,0.008547460563242995,0.056080209977577095
memory_usage,2-CPU-Noise,tenant-nsy,tenant-ntk,-0.02250615772905777,0.04987140572481238
memory_usage,3-Memory-Noise,tenant-cpu,tenant-dsk,0.013325800374906244,0.08851959155501232
memory_usage,3-Memory-Noise,tenant-cpu,tenant-mem,0.01776234520210066,0.10409546537768262
memory_usage,3-Memory-Noise,tenant-cpu,tenant-nsy,0.015509804991194368,0.1728294567407979
memory_usage,3-Memory-Noise,tenant-cpu,tenant-ntk,0.06413335146566249,0.10241927025490664
memory_usage,3-Memory-Noise,tenant-dsk,tenant-mem,0.05393502316776329,0.1361622112018366
memory_usage,3-Memory-Noise,tenant-dsk,tenant-nsy,-0.010509392830936975,0.07799496239300559
memory_usage,3-Memory-Noise,tenant-dsk,tenant-ntk,-0.0016021122715423645,0.08934522134989763
memory_usage,3-Memory-Noise,tenant-mem,tenant-nsy,-0.005270585382028717,0.0960550471940902
memory_usage,3-Memory-Noise,tenant-mem,tenant-ntk,0.061375685223255434,0.14587421034225392
memory_usage,3-Memory-Noise,tenant-nsy,tenant-ntk,0.03998874100351488,0.12099132780639243
memory_usage,4-Network-Noise,tenant-cpu,tenant-dsk,-0.019889553077785775,0.13794922586232858
memory_usage,4-Network-Noise,tenant-cpu,tenant-mem,0.038363540877741076,0.09384227222115055
memory_usage,4-Network-Noise,tenant-cpu,tenant-nsy,0.04237468765422807,0.10120801405993922
memory_usage,4-Network-Noise,tenant-cpu,tenant-ntk,0.028785747344561338,0.09813782670852868
memory_usage,4-Network-Noise,tenant-dsk,tenant-mem,-0.022306709730477995,0.07263907597424334
memory_usage,4-Network-Noise,tenant-dsk,tenant-nsy,-0.03325314158959085,0.061610548871950575
memory_usage,4-Network-Noise,tenant-dsk,tenant-ntk,-0.07446648512740305,0.11313585530905407
memory_usage,4-Network-Noise,tenant-mem,tenant-nsy,0.046308070335349484,0.0964412045941675
memory_usage,4-Network-Noise,tenant-mem,tenant-ntk,0.006721698476291669,0.10541735170594158
memory_usage,4-Network-Noise,tenant-nsy,tenant-ntk,-0.019086127266980796,0.11863448390171252
memory_usage,5-Disk-Noise,tenant-cpu,tenant-dsk,-0.045076939169223215,0.07837091869439984
memory_usage,5-Disk-Noise,tenant-cpu,tenant-mem,0.08208295817060003,0.122552673965849
memory_usage,5-Disk-Noise,tenant-cpu,tenant-nsy,-0.038698641050772885,0.10914395824136905
memory_usage,5-Disk-Noise,tenant-cpu,tenant-ntk,-0.03808360135498293,0.14684578457253825
memory_usage,5-Disk-Noise,tenant-dsk,tenant-mem,-0.004638041270803292,0.04862165115761041
memory_usage,5-Disk-Noise,tenant-dsk,tenant-nsy,0.060601603703539515,0.12007809442479683
memory_usage,5-Disk-Noise,tenant-dsk,tenant-ntk,-0.015038213961928915,0.13345006433273113
memory_usage,5-Disk-Noise,tenant-mem,tenant-nsy,0.041610487080518115,0.07135968047304625
memory_usage,5-Disk-Noise,tenant-mem,tenant-ntk,0.06484546136343505,0.06640594951019262
memory_usage,5-Disk-Noise,tenant-nsy,tenant-ntk,0.00034420093479979597,0.10374518006514823
memory_usage,6-Combined-Noise,tenant-cpu,tenant-dsk,0.037217541526034195,0.16380698157614565
memory_usage,6-Combined-Noise,tenant-cpu,tenant-mem,0.04953710122686858,0.08938662386548167
memory_usage,6-Combined-Noise,tenant-cpu,tenant-nsy,0.005307836909643227,0.11879173386109858
memory_usage,6-Combined-Noise,tenant-cpu,tenant-ntk,0.02989012632441488,0.17484960655406243
memory_usage,6-Combined-Noise,tenant-dsk,tenant-mem,-0.015223732993841874,0.1335320552904239
memory_usage,6-Combined-Noise,tenant-dsk,tenant-nsy,0.11492828878164575,0.13458912744032978
memory_usage,6-Combined-Noise,tenant-dsk,tenant-ntk,0.013103610029032466,0.09536459621961191
memory_usage,6-Combined-Noise,tenant-mem,tenant-nsy,-0.018748404543436833,0.1254574100657418
memory_usage,6-Combined-Noise,tenant-mem,tenant-ntk,0.010508819338160766,0.09124150796177087
memory_usage,6-Combined-Noise,tenant-nsy,tenant-ntk,0.0025675324108020746,0.11165923676295021
memory_usage,7-Recovery,tenant-cpu,tenant-dsk,0.07261605879593981,0.14551326702706474
memory_usage,7-Recovery,tenant-cpu,tenant-mem,0.05493479563429483,0.11475797975702012
memory_usage,7-Recovery,tenant-cpu,tenant-nsy,-0.09170868157295935,0.12109028629534718
memory_usage,7-Recovery,tenant-cpu,tenant-ntk,0.014623614519677565,0.07582910623880484
memory_usage,7-Recovery,tenant-dsk,tenant-mem,-0.01750679386110932,0.09848955400823955
memory_usage,7-Recovery,tenant-dsk,tenant-nsy,0.0028724569703448798,0.08861405571904928
memory_usage,7-Recovery,tenant-dsk,tenant-ntk,-0.0007813930409656805,0.09185751737412018
memory_usage,7-Recovery,tenant-mem,tenant-nsy,-0.03506056392149695,0.1290518073470679
memory_usage,7-Recovery,tenant-mem,tenant-ntk,-0.010474019169162355,0.08509011496019668
memory_usage,7-Recovery,tenant-nsy,tenant-ntk,-0.004501960763057162,0.07417193982352581
